dateTime,tempMax,dew,earthSkin,precipitation,pressure,relativeHumidity,specificHumidity,temp,tempMin,tempRange,wetBulb,windSpeed2,windSpeed10,windSpeed10Max,windSpeed10Min,windSpeed10Range,windSpeed50,windSpeed50Max,windSpeed50Min,windSpeed50Range,windDirection10,windDirection50
30/01/81,26.01,8.31,17.63,0,99.77,50.62,6.84,19.29,13.72,-260.85,13.8,0.95,1.48,3.14,0.32,2.82,2.12,6.23,0.4,5.83,155.31,155.5
31/01/81,24.01,10.33,17.31,1.09,99.93,65.5,7.87,17.33,12.75,-261.88,13.83,1.37,2.3,3.87,0.7,3.17,3.83,6.72,0.68,6.04,101.62,101.44
01/02/81,23.51,10.25,16.73,0,100.22,70.56,7.81,16.35,11.09,-260.74,13.3,1.17,2.16,2.91,0.43,2.47,3.66,5.62,0.53,5.09,173.81,173.38
02/02/81,21.51,4.96,13.65,2.61,100.41,55.88,5.49,14.76,8.48,-260.12,9.86,1.62,2.54,3.91,1.08,2.83,3.63,6.09,1.47,4.63,294.12,294.19
03/02/81,22.8,0.77,13.42,0.09,100.37,38.06,4.03,15.58,8.57,-258.92,8.17,0.83,1.19,2.12,0.49,1.62,1.58,2.75,0.65,2.1,248.31,247.69
04/02/81,25.55,2.73,15.37,0,100.18,40,4.64,17.09,8.26,-255.85,9.9,0.94,1.55,3.61,0.24,3.37,2.29,5.67,0.33,5.34,167.62,167.94
05/02/81,27.29,5.09,16.87,0,100.15,41.88,5.49,18.97,10.78,-256.64,12.03,1.15,1.79,2.59,0.41,2.19,2.47,4.12,0.55,3.57,147.5,147.75
06/02/81,28.4,7.68,18.48,0.5,100.29,48.06,6.53,19.55,13.85,-258.6,13.61,1.38,2.26,3.86,1.19,2.67,3.47,8.3,1.76,6.55,259.06,258.62
07/02/81,24.83,4.87,15.76,1.76,100.17,51.44,5.43,15.96,9.09,-257.41,10.42,2.14,3.45,4.41,2.44,1.98,5.49,8.24,4.08,4.16,298.25,298.25
08/02/81,24.47,3.85,15.03,0,99.96,47.56,5,15.85,7.58,-256.27,9.85,1.6,2.66,3.45,1.77,1.69,4.1,6.43,2.18,4.26,307.81,307.75
09/02/81,24.63,3.15,15.09,0,99.97,44,4.82,16.22,8.26,-256.78,9.69,1.56,2.51,3.92,1.35,2.57,3.55,4.81,1.46,3.34,304,304.25
10/02/81,24.47,4.57,15.6,0.03,100.1,48.38,5.31,16.18,9.51,-258.2,10.37,1.26,2.17,2.91,0.92,1.98,3.23,4.95,0.98,3.97,324.44,325.31
11/02/81,25.37,3.33,15.43,0,99.82,45,4.88,16.33,7.87,-255.64,9.83,1.83,3.05,4.63,2.35,2.28,4.42,5.79,2.77,3.02,277.62,278.38
12/02/81,27.68,3.15,16.69,0,99.7,39.25,4.82,18.19,10.26,-255.74,10.67,1.77,2.84,5.2,1.42,3.78,3.98,6.51,2.07,4.44,234.25,234.5
13/02/81,28.46,4.53,17.7,0,99.71,43.31,5.31,18.45,9.33,-254.02,11.49,1.3,2.34,3.48,0.14,3.34,3.6,6.35,0.32,6.04,165.81,166.44
14/02/81,29.74,5.01,18.96,0.01,99.7,40.31,5.49,20.34,10.22,-253.62,12.68,1.45,2.44,3.73,0.83,2.91,3.68,6.45,1.2,5.25,124.81,125.25
15/02/81,31.11,6.13,20.37,0,99.66,35.19,5.98,22.83,14.37,-256.41,14.48,1.27,1.87,3.79,0.54,3.25,2.51,4.63,0.84,3.8,163.75,176.25
16/02/81,30.74,7.38,20.75,0,99.85,42.81,6.47,21.6,13.28,-255.7,14.49,1.65,2.74,3.98,1.6,2.38,4.09,6.74,2.35,4.39,252.31,251.94
17/02/81,28.88,3.6,18.9,0,99.97,38.69,4.94,19.13,12.18,-256.45,11.37,2.92,4.67,7.49,3.25,4.23,8.2,9.69,3.75,5.94,314.19,314.31
18/02/81,28.19,2.86,17.8,0,99.84,39.25,4.7,18.12,11.23,-256.19,10.49,2.7,4.44,6.21,3.25,2.96,7.57,9.1,5.17,3.93,294.94,295.69
19/02/81,28.77,2.83,18.51,0,99.93,38.06,4.7,18.69,10.8,-255.18,10.76,2.11,3.68,5,2.29,2.71,6.23,8.2,2.55,5.66,299.38,299.62
20/02/81,30.11,3.5,19.36,0,99.91,37.56,4.94,19.64,11.98,-255.01,11.57,2.38,4.01,5.62,2.96,2.66,7,8.62,3.66,4.97,304.94,305.44
21/02/81,30.24,2.96,19.4,0,99.86,36.88,4.76,19.65,11.56,-254.46,11.31,2.69,4.48,7,3.35,3.65,7.44,8.92,3.76,5.16,304.88,305.19
22/02/81,30.55,3.05,19.28,0,99.82,36.81,4.76,19.76,10.79,-253.38,11.4,2.3,3.96,6.32,2.51,3.81,6.12,7.7,2.75,4.95,304.12,304.31
23/02/81,32.01,3.64,20.2,0,99.87,34.56,5,21.39,11.46,-252.6,12.51,1.84,3.09,5.55,1.24,4.31,4.56,6.82,1.3,5.52,310.94,311.94
24/02/81,34.22,5.08,22.31,0,99.81,32.81,5.55,23.74,14.5,-253.43,14.4,1.34,2.21,3.84,0.79,3.04,3.18,5.7,1.11,4.59,213.44,214.38
25/02/81,34.3,6.35,23.27,0,99.8,35.81,6.04,23.83,16.19,-255.03,15.09,1.35,2.39,3.49,0.55,2.94,3.62,6.32,0.52,5.8,235.94,236.69
26/02/81,33.11,3.68,22.59,0,99.77,32.69,5,22.68,14.18,-254.22,13.18,2.34,3.98,6.38,2.34,4.02,6.66,8.05,2.55,5.5,318.94,319.12
27/02/81,31.94,6.21,23.08,0,99.76,35.69,5.98,23.2,14.47,-255.67,14.71,2.29,3.67,6.27,1.79,4.48,5.79,8.32,2.59,5.73,283.25,282.94
28/02/81,33.74,7.1,23.69,0,99.63,37.19,6.35,23.94,15.19,-254.6,15.52,1.87,3,4.47,1.28,3.19,4.7,8.63,1.82,6.81,204.06,203.75
01/03/81,32.06,8.74,23.86,0.29,99.84,41.94,7.08,23.35,16.22,-257.31,16.05,1.75,2.85,4.61,0.66,3.95,4.76,8.71,0.75,7.96,182.94,182.06
02/03/81,30.08,4.06,21.26,0.1,99.98,37.75,5.25,21.05,13.84,-256.91,12.55,3.55,5.42,8.55,3.14,5.41,8.91,10.76,5.01,5.75,307.88,308.31
03/03/81,31.87,0.15,20.35,0,100.11,30,3.91,20.38,11.38,-252.66,10.26,2.9,4.7,7.06,3.51,3.55,7.56,9.2,5.55,3.65,294.69,295.56
04/03/81,32.57,3.93,21.65,0,100.16,33.06,5.19,22.04,11.06,-251.64,12.98,2.1,3.42,5.52,1.23,4.29,5.13,7.29,1.74,5.54,269.19,268.94
05/03/81,34.25,7.17,24.46,0,100.08,34.62,6.41,24.79,17.69,-256.6,15.98,1,1.73,3.11,0.44,2.67,2.65,5.92,0.64,5.28,196.69,224.38
06/03/81,35.63,7.51,26.53,0,100,33.81,6.53,25.85,17.01,-254.53,16.68,1.22,2.29,3.45,0.33,3.12,4.03,6.87,0.49,6.38,158.88,159.62
07/03/81,35.26,8.23,26.44,0,99.96,32.88,6.84,26.94,19.4,-257.29,17.58,2.02,3.04,4.93,0.42,4.52,4.63,8.3,0.56,7.74,179.12,179.31
08/03/81,32.68,1.35,23.83,0,99.81,26.38,4.33,23.55,16.25,-256.72,12.44,2.56,4.01,5.22,2.79,2.43,6.72,8.95,4.24,4.7,297.44,297.19
09/03/81,31.81,-0.34,22.35,0,99.81,25,3.78,22.39,14.03,-255.37,11.02,1.68,2.73,3.45,1.52,1.94,4.51,7.61,1.89,5.72,291.94,291.88
10/03/81,33.39,1.31,23.03,0.03,99.73,27.44,4.27,22.89,14.19,-253.95,12.1,1.66,2.91,3.72,1.88,1.84,4.52,7.59,2.55,5.04,89.5,89.38
11/03/81,32.69,4.78,23.59,0.43,99.77,34.19,5.43,23.05,14.08,-254.54,13.91,1.72,2.98,4.16,1.23,2.94,5.23,8.23,1.17,7.06,45.38,45.38
12/03/81,30.52,6.87,23.49,1.02,99.94,36.56,6.23,23.37,17.73,-260.36,15.12,1.15,2.08,3.02,0.36,2.66,3.56,6.47,0.48,5.99,104.94,106.62
13/03/81,29.42,9.82,22.29,2.08,100.06,48.81,7.57,21.62,16.57,-260.3,15.72,1.88,3.13,5.75,1.42,4.33,4.82,8.55,1.36,7.19,135.88,135.38
14/03/81,29.29,10.04,21.73,0.07,100.09,48.44,7.69,21.97,16.59,-260.45,16,1.05,1.98,2.76,1.14,1.62,3.16,4.99,1.21,3.78,103.69,104.62
15/03/81,30.06,9.75,22.54,1.99,100.27,45.88,7.57,22.75,18.62,-261.7,16.25,1.53,2.55,4.34,0.98,3.35,4.28,7.54,1.05,6.48,237.69,237.94
16/03/81,29.79,11.8,23.94,0.65,100.07,52.94,8.67,22.73,16.1,-259.46,17.26,1.31,2.17,3.37,0.97,2.39,3.37,5.88,1.55,4.33,289.75,290.44
17/03/81,32.14,9.53,23.65,0.57,99.6,46.25,7.51,23.08,15.25,-256.26,16.3,2.5,4.05,6.59,2.62,3.97,6.18,7.95,3.02,4.94,300.94,301.12
18/03/81,34.69,6.84,24.77,0.03,99.45,35.19,6.23,24.68,14.62,-253.08,15.76,2.06,3.34,5.6,1.86,3.74,4.96,6.69,2.16,4.53,306.62,306.56
19/03/81,32.6,9.01,25.25,0.77,99.53,38.06,7.32,24.89,18.14,-258.69,16.94,0.99,1.75,2.55,0.68,1.88,2.73,4.81,0.74,4.07,127.56,124.75
20/03/81,29.52,13.05,23.74,0.5,99.57,53.38,9.46,23.67,18.76,-262.38,18.36,1.08,1.79,3.55,0.27,3.28,2.73,5.64,0.39,5.24,161.06,160.25
21/03/81,32.62,12.53,25.15,1.15,99.48,52.5,9.22,24.55,17.17,-257.71,18.54,1.98,3.09,4.72,1.56,3.16,4.67,6.48,2.43,4.05,196.25,195.81
22/03/81,34.6,7.47,25.98,0.1,99.3,36.12,6.65,25.76,17.4,-255.95,16.62,1.43,2.3,3.04,1.23,1.81,3.27,5.18,1.73,3.45,169.06,167.19
23/03/81,33.4,5.01,25.25,0,99.15,32.5,5.49,24.04,15.58,-255.33,14.52,1.93,3.15,4,2.27,1.72,5.32,7.53,2.48,5.05,279.25,279.12
24/03/81,33.19,3.12,25.04,0,99.33,26.88,4.82,24.74,14.68,-254.63,13.93,1.16,1.87,3.33,0.59,2.73,2.87,6.93,0.77,6.16,298.25,283.69
25/03/81,33.94,3.68,25.65,0,99.45,25.56,5,25.83,18.23,-257.45,14.75,1.02,1.54,2.36,0.36,2.01,2.12,3.3,0.41,2.88,172.25,185.75
26/03/81,35.64,3.15,26.5,0,99.35,24.5,4.88,26.6,20.03,-257.53,14.87,1.32,2.07,3.73,0.19,3.55,2.92,4.58,0.25,4.34,204.75,206.94
27/03/81,37.13,3.48,26.95,0.07,99.16,23.94,4.94,27.16,19.83,-255.85,15.33,1.84,2.91,5.59,0.31,5.27,4.45,7.35,0.38,6.97,241.5,241.81
28/03/81,37.76,5.02,28.88,0,99.27,26.06,5.49,27.8,18.35,-253.74,16.41,1.47,2.48,3.8,1.13,2.68,4.09,8.55,1.66,6.88,210.31,208.75
29/03/81,38.52,4.18,30.18,0,99.4,23.06,5.19,28.6,18.62,-253.26,16.39,2.36,3.56,5.27,0.85,4.42,5.95,9.38,0.65,8.73,101.5,101.62
30/03/81,37.7,7.04,29.73,2.89,99.24,27.12,6.41,28.72,21.04,-256.49,17.88,2.74,4.09,6.81,1.6,5.21,6.2,8.56,1.81,6.75,106,108.25
31/03/81,35.63,11.49,27.99,3.11,99.07,40.56,8.61,26.83,18.68,-256.19,19.16,1.83,2.86,4.66,0.88,3.77,4.49,8.24,0.77,7.47,159.06,158.94
01/04/81,36.68,8.15,28.23,0.24,99.17,33.69,6.96,27.64,20.36,-256.82,17.9,2.25,3.48,6.2,1.51,4.7,5.38,7.62,1.8,5.82,251.25,250.69
02/04/81,38.61,6,29.49,0.35,99.3,26.88,5.92,28.5,18.8,-253.34,17.25,1.77,2.91,3.97,0.98,2.99,4.7,7.21,1.47,5.74,254.62,254
03/04/81,39.4,5.58,30.8,0,99.14,22.81,5.74,30.44,20.08,-253.84,18.01,1.33,2.08,3.23,0.29,2.94,3.04,6.46,0.48,5.98,195.06,193.88
04/04/81,40.1,1.17,30.21,0,98.98,18,4.39,29.91,21.23,-254.27,15.55,2.31,3.56,5.59,0.92,4.66,5.57,8.51,1.69,6.83,282.88,283.44
05/04/81,37.24,-5.47,27.66,0.01,99.09,12.62,2.56,26.81,18.3,-254.2,10.67,3.47,5.22,7.02,3.72,3.3,8.47,10.02,6.84,3.17,299.62,299.62
06/04/81,36.83,-6.52,27.44,0,99.3,11.5,2.32,26.68,17.26,-253.58,10.08,3.75,5.59,8.28,3.8,4.48,9.02,10.15,6.47,3.68,301.56,301.94
07/04/81,39.01,-3.99,28.97,0,99.24,13.12,2.81,28.31,18.14,-252.27,12.16,3.65,5.51,8.95,3.76,5.2,8.88,10.88,4.96,5.92,304,304.5
08/04/81,41.35,-1.48,31.15,0,99.26,14,3.42,30.38,19.88,-251.68,14.45,3.44,5.16,7.73,3.29,4.43,8.44,9.65,3.73,5.92,307.56,307.75
09/04/81,41.55,-0.6,31.71,0,99.14,15.12,3.72,30.96,21.07,-252.67,15.18,3.73,5.55,8.62,3.16,5.46,8.94,10.41,3.91,6.49,304.56,304.94
10/04/81,42.78,-2.57,32.14,0,98.96,12.38,3.17,31.36,21.26,-251.63,14.4,3.54,5.31,7.85,3.62,4.23,8.6,9.57,6.09,3.48,298.44,298.81
11/04/81,43.17,-0.77,32.83,0,98.89,13.38,3.6,32.05,22.83,-252.81,15.65,2.33,3.69,6.66,1.45,5.2,5.42,8.11,1.76,6.35,255.62,255.94
12/04/81,43.4,0.65,33.62,0,98.97,14.44,4.03,32.66,23.31,-253.06,16.65,1.86,2.84,4.27,1.62,2.65,4.32,8.8,2.18,6.62,152.94,150.69
13/04/81,41.48,6.67,33.65,0,99.15,24.12,6.29,31.44,21.39,-253.06,19.05,2.21,3.27,5.25,0.8,4.45,5.28,8.7,0.69,8.02,120.5,118.62
14/04/81,41.35,7.99,34.18,0,99.13,25.56,6.77,31.77,22.27,-254.07,19.88,2.39,3.46,4.95,1.05,3.91,5.52,8.96,0.99,7.97,120.88,149.31
15/04/81,42.26,8.22,35.48,0,99.04,23.5,6.9,33.18,24.07,-254.95,20.69,2.37,3.46,5.6,0.7,4.91,5.46,9.41,0.56,8.85,105.62,108.12
16/04/81,43.69,8.19,36.04,0,98.81,22.75,7.08,34.51,25.47,-254.93,21.35,2.47,3.55,5.58,1.27,4.3,4.98,8.68,1.48,7.2,169.25,170.5
17/04/81,43.1,-1.44,33.97,0.16,98.56,11.81,3.48,33.73,24.58,-254.63,16.15,2.76,4.09,7.4,1.84,5.56,5.81,8.74,2.7,6.04,243.75,243.38
18/04/81,43.15,0.81,33.26,0.56,98.78,17.94,4.39,32.16,21.66,-251.66,16.49,2.07,3.3,5.4,1.33,4.06,4.81,7.09,1.38,5.71,163.19,163.25
19/04/81,41.15,1.15,32.94,0.46,99.22,19.19,4.46,30.97,21.07,-253.06,16.06,2.05,3.19,4.93,1.19,3.74,5.2,9.86,1.13,8.73,92.12,119.56
20/04/81,40.16,7.35,32.66,0.03,99.3,27.75,6.65,30.63,21.15,-254.14,18.99,2.7,3.91,6.45,1.64,4.8,6.1,9.27,1.89,7.38,86.88,85.75
21/04/81,41.69,5.15,35.15,0,99.11,19.75,5.55,32.7,23.56,-255.02,18.93,2,2.92,4.62,0.47,4.15,4.88,8.91,0.63,8.28,127.44,129.94
22/04/81,40.72,5.41,34.25,0,99.06,20,5.68,32.67,23.55,-255.99,19.05,1.47,2.26,3.84,0.12,3.73,3.65,7.28,0.23,7.05,128.88,131.69
23/04/81,42.3,3.71,35.62,0,99.2,17.25,5.07,33.34,24.38,-255.23,18.52,1.45,2.33,3.4,0.48,2.91,3.73,6.58,0.65,5.93,161.06,161.12
24/04/81,42.51,-1.29,34.41,0,99.4,12.94,3.54,33.02,23.37,-254.01,15.87,1.84,2.87,4.35,1.16,3.18,4.29,6.82,1.36,5.46,179.81,193.81
25/04/81,42.81,-5.2,33.9,0,99.36,8.62,2.5,33.14,25.67,-256.01,13.97,1.86,2.9,4.62,0.35,4.27,4.12,5.8,0.47,5.32,187.25,187.25
26/04/81,42.67,-6.02,34.29,0,99.26,7.88,2.32,33.3,24.14,-254.61,13.64,1.34,2.08,3.61,1.02,2.59,2.94,6.68,0.91,5.77,191,189.44
27/04/81,44.12,-4.83,35.04,0,99.23,9.06,2.56,33.19,22.62,-251.66,14.19,1.77,2.91,3.72,0.59,3.12,4.67,7.95,0.8,7.15,181.56,182
28/04/81,43.45,-1.78,36.26,0,99.18,11,3.3,33.97,24.18,-253.88,16.09,1.34,2.22,3.49,0.45,3.04,3.59,7.52,0.4,7.12,209.5,221.75
29/04/81,41.1,4.23,34.91,0,99.17,16.31,5.25,33.75,27.5,-259.55,18.99,3.29,4.73,7.26,2.88,4.38,7.11,9.66,5.49,4.16,319.56,319.25
30/04/81,42.02,7.87,36.23,0,99.25,20.06,6.71,34.73,28.97,-260.1,21.3,2.27,3.28,5.51,2.05,3.46,4.92,8.68,2.55,6.12,289.12,289.69
01/05/81,43.47,5.45,36.48,0.27,99.28,18.06,5.68,34.74,25.81,-255.5,20.09,2.44,3.66,5.82,2.1,3.72,5.54,7.23,3.29,3.94,287.88,288.12
02/05/81,43.83,6.67,37.08,0,99.09,17.31,6.16,36.18,27.17,-256.49,21.42,2.8,3.86,6.3,0.48,5.81,5.54,8.32,0.58,7.74,269.12,268.81
03/05/81,43.25,7.56,36.79,0.27,99.09,18.69,6.59,35.51,28.8,-258.71,21.54,2.89,4.03,8.02,1.48,6.55,5.71,9.21,2.2,7.02,122.25,135.81
04/05/81,43.15,11.8,37.49,0.01,99.12,25.94,8.73,35.22,27.46,-257.45,23.51,3.3,4.56,6.67,2.65,4.03,6.57,8.62,3.83,4.8,95.12,95.5
05/05/81,42.62,12.4,38.37,0,99.07,25.94,9.09,35.65,28.51,-259.04,24.03,1.82,2.66,4.88,0.9,3.98,4.12,7.79,0.91,6.88,95.44,94.19
06/05/81,42.26,13.42,38.16,1.97,99.03,27,9.7,35.83,29.44,-260.33,24.63,3.01,4.11,5.29,2.48,2.81,5.8,7.89,4.12,3.77,90.31,90.5
07/05/81,40.22,14.99,37.22,0.75,99.11,32.12,10.74,34.56,28.84,-261.77,24.77,3.04,4.07,5.74,2.41,3.34,5.48,7.88,2.62,5.26,102.19,102.75
08/05/81,39.76,14.97,36.74,0.05,99.09,33.12,10.74,33.98,28.48,-261.88,24.48,3.08,4.12,6.33,2.7,3.63,5.56,7.34,2.71,4.62,84.25,84.5
09/05/81,37.94,14.74,35.6,0.58,99.07,34.81,10.62,32.83,27.05,-262.27,23.78,1.84,2.53,3.54,0.71,2.83,3.95,6.39,0.6,5.8,202.81,203.94
10/05/81,40.48,14.92,36.76,1.19,98.87,33.06,10.74,34.21,27.39,-260.06,24.57,1.81,2.48,5.18,0.55,4.62,3.21,5.7,0.88,4.82,273.38,274.25
11/05/81,39.59,13.33,37.3,0.13,98.77,28.5,9.7,34.73,29.19,-262.74,24.04,1.33,2.02,3.41,0.07,3.34,3.04,5.32,0.12,5.2,145.38,151.88
12/05/81,42.01,9.23,36.73,0,98.7,22.38,7.51,35.12,28.01,-259.16,22.18,1.91,2.66,4.63,0.45,4.19,3.59,5.47,0.73,4.73,228.31,228.25
13/05/81,45.08,3.29,36.62,0.43,98.5,13.38,4.94,37.23,29.33,-257.4,20.26,2.48,3.3,6.91,0.1,6.82,4.2,8.09,0.14,7.95,258.19,255.56
14/05/81,45.76,3.43,37.97,0,98.59,13.12,4.94,37.24,29.2,-256.58,20.33,2.29,3.16,6.59,0.17,6.42,4.62,8.44,0.18,8.26,246.25,246.25
15/05/81,45.69,6.77,38.69,0,98.35,16.94,6.23,37.12,29.03,-256.49,21.95,3.8,5.34,8.08,3.23,4.85,7.66,9.31,5.98,3.33,298.94,299.5
16/05/81,45.62,4.48,38.99,0,98.38,15,5.37,36.65,28.44,-255.95,20.56,2.61,3.81,7.16,0.48,6.69,5.96,8.66,0.24,8.42,193.56,191.25
17/05/81,46.41,1.94,38.73,0,98.4,11.19,4.39,37.98,29.69,-256.43,19.97,2.23,3.09,5.58,0.7,4.88,4.07,6.38,1.01,5.38,249.25,250.19
18/05/81,46.56,-1.67,38.43,0,98.42,8.5,3.3,38.35,28.8,-255.39,18.33,2.3,3.11,5.55,0.61,4.94,3.98,6.34,0.73,5.62,280.75,279.31
19/05/81,46.54,-0.16,38.58,0,98.4,10,3.78,37.37,28.26,-254.87,18.6,1.88,2.68,4.42,0.6,3.83,3.6,6.55,0.68,5.88,180.94,181.12
20/05/81,46.88,5.86,39.96,0.18,98.36,16.25,5.92,37.43,27.49,-253.76,21.65,2.13,3.13,4.59,1.42,3.16,4.85,7.47,1.67,5.8,169.12,169.31
21/05/81,45.12,8.44,40.95,0.43,98.55,17.56,7.02,37.99,30.11,-258.13,23.22,1.52,2.24,3.58,0.09,3.49,3.55,7.3,0.25,7.05,154.19,163
22/05/81,45.54,6.72,40.43,0,98.52,17.19,6.47,37.58,30.44,-258.05,22.15,2.03,2.98,4.74,0.8,3.95,4.81,8.74,1.12,7.62,178.19,180.19
23/05/81,43.93,9.44,39.92,0.48,98.59,22.31,7.69,36.23,28.33,-257.56,22.83,2.2,3.05,5.1,0.22,4.88,4.86,8.68,0.13,8.55,141.25,138.5
24/05/81,43.68,10.23,39.25,0.69,98.52,24,8.06,35.73,27.24,-256.71,22.98,2.31,3.2,6.08,0.57,5.5,4.95,9.33,0.44,8.89,108.56,107.12
25/05/81,44.58,10.5,40.4,0,98.62,23,8.12,36.62,27.7,-256.27,23.56,1.99,2.8,5.47,0.16,5.3,4.52,8.77,0.4,8.38,170.69,169.44
26/05/81,46.07,10.52,40.67,0.03,98.68,21.56,8.18,37.97,29.13,-256.21,24.24,2.2,3.02,4.97,1.09,3.88,4.2,7.96,1.59,6.38,152.94,153.69
27/05/81,44.47,10.36,38.87,4.11,98.57,21.12,8,37.06,30.25,-258.92,23.71,2.13,3.06,5.26,0.75,4.51,4.62,8.6,0.7,7.9,170.44,170.88
28/05/81,44.89,12.01,39.23,0.61,98.38,24.69,8.97,36.62,28.7,-256.96,24.32,2.97,4.03,5.37,0.62,4.75,5.95,8.59,1.01,7.58,161.44,160.62
29/05/81,43.63,14.11,38.21,3.94,98.45,28.38,10.25,36.08,29.33,-258.85,25.09,2.06,2.92,4.17,0.54,3.63,4.6,7.58,0.47,7.1,134.06,162.81
30/05/81,45.18,12.58,39.85,0.23,98.52,24.5,9.28,37.33,30.06,-258.04,24.96,1.94,2.8,4.16,0.6,3.56,4.22,7.05,0.49,6.56,154.06,151.75
31/05/81,46.77,9.88,40.83,0.05,98.48,19.31,7.75,38.44,29.67,-256.05,24.16,1.84,2.77,3.98,0.86,3.13,4.09,7.48,0.95,6.54,209.19,209
01/06/81,44.5,11.85,39.82,0.26,98.56,23.44,8.85,37.13,28.94,-257.6,24.49,2.59,3.48,5.43,1.82,3.62,4.55,7.98,2.63,5.35,105.06,103.5
02/06/81,45.58,11.44,41.39,0.44,98.46,20.75,8.61,38.55,31.53,-259.1,25,1.58,2.25,4.06,0.66,3.4,3.03,4.77,0.38,4.4,202.06,199.06
03/06/81,46.93,9.18,41.44,0.05,98.25,18.38,7.45,38.69,31.05,-257.27,23.94,2.27,3.24,4.46,1.82,2.65,4.98,6.97,1.98,4.98,167.31,167.62
04/06/81,46.62,2.18,40.58,0.06,98.12,11.94,4.52,37.82,29.13,-255.66,20,1.89,2.85,4.75,1.68,3.06,4.37,6.68,1.73,4.95,178.06,162.81
05/06/81,46.5,-0.07,39.12,0.35,98.23,9.56,3.78,38.25,30.41,-257.06,19.09,2.04,2.77,6.07,0.45,5.62,3.52,6.83,0.47,6.36,178.12,178
06/06/81,46.85,-1.56,38.65,0.01,98.25,9.56,3.36,37.63,26.62,-252.92,18.04,2.53,3.6,6.97,0.29,6.68,4.97,8.04,0.13,7.91,232.94,240.12
07/06/81,49.08,-2.12,39.78,0,98.13,7.69,3.23,39.63,29.94,-254.01,18.76,2.8,3.88,7.64,0.63,7.01,5.27,9,0.92,8.08,308.44,308.5
08/06/81,46.5,4.95,40.98,0,98.29,13.5,5.55,38.35,28.85,-255.5,21.65,1.38,1.95,3.65,0.7,2.95,2.59,4.48,0.46,4.03,149,145.31
09/06/81,46.79,9.72,42.08,0.25,98.35,18.44,7.69,38.8,30.25,-256.6,24.26,2.04,2.95,4.66,0.81,3.84,4.39,6.77,0.73,6.04,175.19,174.44
10/06/81,45.73,8.76,39.82,3.52,98.43,19.06,7.45,37.76,30.58,-257.99,23.26,1.91,2.8,4.68,0.24,4.44,4.19,6.46,0.13,6.33,172.5,182.75
11/06/81,45.94,3.27,38.94,0.04,98.44,12.5,4.88,37.59,29.51,-256.72,20.43,2.05,2.91,5.31,0.86,4.45,4.19,7.57,1.17,6.4,249.81,249.12
12/06/81,46.4,0.65,38.72,0,98.32,10.88,4.03,37.31,27.63,-254.38,18.98,3.91,5.42,7.88,2.77,5.11,7.91,9.3,4.51,4.8,315.5,315.5
13/06/81,45.45,-1.39,37.94,0.69,98.16,9.94,3.48,36.65,28.2,-255.91,17.63,4.44,6.16,9.56,3.79,5.77,8.99,11.51,7.41,4.09,311.44,311.31
14/06/81,46.38,-1.77,38.15,0,98.04,9,3.3,37.05,27,-253.77,17.65,4.05,5.7,9.22,2.44,6.78,8.1,11.18,3.77,7.41,315,314.88
15/06/81,47.19,-0.49,39.36,0,98.13,9.44,3.66,38.08,28.31,-254.27,18.8,2.49,3.53,5.29,2.09,3.2,4.69,5.95,3.15,2.8,289.88,289.5
16/06/81,46.66,3.79,40.54,0,98.13,13.69,5.19,37.77,27.64,-254.12,20.78,1.74,2.62,3.87,0.49,3.37,3.84,6.8,0.62,6.18,158.5,157
17/06/81,46.91,10.49,41.51,0.08,98.03,22,8.36,38.15,28.29,-254.52,24.33,2.23,3.16,6.47,0.86,5.61,4.88,10.05,0.91,9.14,130.19,143.31
18/06/81,44.65,17.61,41.79,0.13,98.26,31.94,12.94,38.23,31.45,-259.95,27.91,3.8,4.95,7.23,3.34,3.88,6.42,10.31,3.47,6.84,95.19,94.81
19/06/81,45.3,16.9,43.24,0,98.2,29,12.33,39.15,31.92,-259.78,28.02,1.96,2.62,5.37,0.78,4.58,3.69,7.85,0.99,6.86,87.62,85.38
20/06/81,46.72,12.88,44.6,0.08,97.87,21.88,9.64,40.22,32.44,-258.88,26.55,1.27,1.91,3.55,0.25,3.3,3.17,7.12,0.36,6.77,202.69,200.25
21/06/81,46.02,17.63,43.03,0.05,97.89,29.44,13,39.51,33.5,-260.62,28.58,4.38,5.74,9.84,3.53,6.31,7.12,12.16,3.41,8.75,112.44,112.38
22/06/81,41.49,19.55,39.29,0.83,98.12,37.88,14.59,36.65,32.8,-264.45,28.1,4.78,6.22,7.26,4.12,3.14,7.51,8.59,5.49,3.09,93.94,93.81
23/06/81,35.08,23.23,33.62,19.07,98.21,58.19,18.25,32.59,29.97,-268.03,27.91,4.77,6.37,7.92,3.55,4.38,8.33,9.14,7.23,1.91,76.25,76.69
24/06/81,39.4,22.08,34.8,10.57,98.25,52.94,17.03,33.58,28.31,-262.06,27.83,3.8,5.12,7.17,3.33,3.84,7.27,8.31,5.78,2.53,98.19,98.12
25/06/81,38.37,23.25,35.13,4.1,98.36,56.06,18.25,33.65,28.4,-263.17,28.45,3.55,4.74,8.5,2.45,6.05,6.51,10.07,4.91,5.16,92.25,92.94
26/06/81,40.35,21.86,37.5,0.6,98.3,47.06,16.78,35.3,30.17,-262.97,28.58,3.39,4.48,6.08,2.84,3.24,6.17,7.47,5.09,2.38,117.88,117.88
